id,type,text1,text2,text3,text4,notes,,,
phaser_typeVIII,WEAPON,"Phaser technology is a common energy weapon used by multiple powers in the Star Trek universe. The output and ability of a phaser is versatile, as the Federation uses phasers are more than a weapon, but a tool. phasers operate by the application of the so-called “rapid nadion effect (RNE),” using nadions to amplify the effect of superconducting crystals to create a coherent and highly-controllable beam of energy to create effects ranging from heating targets to causing targets to lose molecular cohesion entirely. 

The Type VIII Phaser Turret is a weapon mounted on older vessels, usually those that predate the phaser strip technology. The Type VIII benefits from the advent of phaser technology pulling power directly from the warp core. The Type VIII phaser is a substantial upgrade from the former Type VII phaser turret. However, in this modern age, the Type VIII phaser is showing its age, being left behind by phaser strip technology and Type X phaser output. 
Regardless, the Type VIII is still somewhat formidable, especially against lesser powers in the Star Trek universe. ",,,,,,,
phaser_typeVIII_medium,WEAPON,"Designed to fit on vessels smaller than a ship like the Excelsior class, this phaser operates on much the same principle as the original Type VIII. The cost, is slightly less weapon output in comparison to the full output Type VIII phaser turret. These phaser turrets are mainly found, mounted on vessels of the same age as the Excelsior class. ",,,,,,,
phaser_typeVIII_mega,WEAPON,"A mega version of the Type VIII phaser turret. This weapon is extremely potent and powerful, but still built on the original Type VIII's full potential. It remains a formidiable weapon in the newer age but does not provide the versatility of phaser strips and the turrets are rather massive, requiring attachment by means of a rollbar, like the Miranda class. They're unwiedly weapons in the long wrong, despite their impressive weapon output. ",,,,,,,
,,,,,,,,,
phaser_typeIX_small,WEAPON,"The unfortunate truth, is, not all ships are the same size. Ships serve a purpose. The same is true with their weapons. Type IX phasers are a successful platform. However, reverting to Type VIII turrets for smaller ships when the Type IX phaser was available, was a problem. So Starfleet R&D, further scaled down the technology. The result is smaller Type IX phaser strips. It's a substantial power loss but not to the point that there would be no benefit in using the Type IX arrays. The primary benefit is the incredble coverage offered by the arrays + the increased output in comparison to Type VIII turrets. ",,,,,,,
phaser_typeIX_medium,WEAPON,"Type IX phaser technology proved to be a success, but it was and is costly to implement the full sized structure of the strips on every vessel. Medium size vessels often times employ the usuage of Type IX strips, scaled dfown. The costs a bit of weapon output power, but  overall, a highly efficent weapon.",,,,,,,
phaser_typeIX,WEAPON,"Phaser technology is a common energy weapon used by multiple powers in the Star Trek universe. The output and ability of a phaser is versatile, as the Federation uses phasers are more than a weapon, but a tool. phasers operate by the application of the so-called “rapid nadion effect (RNE),” using nadions to amplify the effect of superconducting crystals to create a coherent and highly-controllable beam of energy to create effects ranging from heating targets to causing targets to lose molecular cohesion entirely. 

Type IX phasers proceed the Type X phaser and area really considered a prototype technology, with the  Type X phaser proving to be the true design intended. Type IX phasers a very powerful regardless of their prototype positiioning. They are powerful, efficent, and provide coverage where phaser turrets fail. Type IX phasers wholly outclass Type VIII phasers entirely. However, principles of previous technology is still applied in the design of Type IX phaser strips. For instance, Type IX stills pulls power directly from the warp core in order to use the weapon. This greatly increases the output of the weapon.",,,,,,,
,,,,,,,,,
phaser_typeX,WEAPON,"Phaser technology is a common energy weapon used by multiple powers in the Star Trek universe. The output and ability of a phaser is versatile, as the Federation uses phasers are more than a weapon, but a tool. phasers operate by the application of the so-called “rapid nadion effect (RNE),” using nadions to amplify the effect of superconducting crystals to create a coherent and highly-controllable beam of energy to create effects ranging from heating targets to causing targets to lose molecular cohesion entirely. 

The Type-X phaser array was developed for the Galaxy-class explorer and remains the standard phaser design in use for the majority of Starfleet's modern starships, especially those that are not regularly assigned to defensive 
missions. This type of array is powerful enough to go toe-to-toe with any Alpha or Beta quadrant power's vessels. most starships equipped with them do not have the power to use them at their full potential.",,,,,,,
phaser_typeX_medium,WEAPON,"The Type-X phaser remains versatile. Though medium-sized vessels are incapable of pulling and outputting the maximum potential of the Type-X phaser, with a sufficent enough power plant installed, these phasers remain lethal in combat, while maintaining their ability to be versatile in numerous applications. ",,,,,,,
phaser_typeX_small,WEAPON,"Smaller vessels with Type X phaser strips installed are not able to output the max value of larger capital vessels with Type-X strips installed. Still, they remain formidable as a weapon smaller vessels. The total output is enough to beat back pirates with ease and keep smaller powers from messing with a vessel with this weapon installed. The Type-X remains not only a weapon but a tool in the hands of a proper captain. ",,,,,,,
,,,,,,,,,
pulse_phaser_typeIV,WEAPON,"Built off the Pulse Phaser technology, it's been scaled down to fit aboard small auxiliary craft. The cost of the scaling is lower overall output, but that is to be expected from the small power plants available to auxiliary craft.",,,,,,,
pulse_phaser_typeX,WEAPON,"Phaser technology is a common energy weapon used by multiple powers in the Star Trek universe. The output and ability of a phaser is versatile, as the Federation uses phasers are more than a weapon, but a tool. phasers operate by the application of the so-called “rapid nadion effect (RNE),” using nadions to amplify the effect of superconducting crystals to create a coherent and highly-controllable beam of energy to create effects ranging from heating targets to causing targets to lose molecular cohesion entirely. 

This weapon use Type-X technology, a predecssor before it's intended form. Using Type-X technology, the phaser is concentrated and fired from a barrel to focus the concentrated energy. The makes the resulting output a pulse. As the barrel has a narrow arc, the weapon must be facing it's enemy to be effective. As such, the Pulse Phaser is mounted aboard small nimble ships that can maintain a constant lock on larger vessels. ",,,,,,,
,,,,,,,,,
,,,,,,,,,
station_phaser_typeX,WEAPON,"Using Type-X technology, the power fed to these strips is enormous. As discovered, the full potential isn't really found on large vessels like a Galaxy class but stations with massive power plants, capable of feeding what seems to be limitless energy to the phaser strips. A station becomes a deadly platform of system defense with these powerful strips installed.",,,,,,,
,,,,,,,,,
photonTorpedo_standard,WEAPON,"Photon torpedoes are the most common type of torpedo weapon encountered across the Milky Way due to the fact that their method of operation is derived from the matter/antimatter reactors that power the majority of warp capable starships in the galaxy. All photon torpedoes contain matter and antimatter held in suspension. When contact is achieved with the target, the suspension fields deactivate to allow the reactants to combine, which results in an explosion as the matter and antimatter annihilate one another and create pure energy. The sophistication of these weapons varies, as does their yield. 

This launches x4 photon torpedoes from the launcher. There are 250 Photon Torpedoes stored aboard the vessel.",,,,,,,
,,,,,,,,,
photonTorpedo_micro,WEAPON,"Photon torpedoes are the most common type of torpedo weapon encountered across the Milky Way due to the fact that their method of operation is derived from the matter/antimatter reactors that power the majority of warp capable starships in the galaxy. All photon torpedoes contain matter and antimatter held in suspension. When contact is achieved with the target, the suspension fields deactivate to allow the reactants to combine, which results in an explosion as the matter and antimatter annihilate one another and create pure energy. The sophistication of these weapons varies, as does their yield. 

The micro photon is often found on auxiliary craft and possess a low detonation yield. This launches x1 photon torpedoes from the launcher. There are 12 Photon Torpedoes stored aboard the vessel.",,,,,,,
photonTorpedo_critical,WEAPON,Data pending … … …,,,,,,,
,,,,,,,,,
photonTorpedo_x1_standard_small,WEAPON,"Photon torpedoes are the most common type of torpedo weapon encountered across the Milky Way due to the fact that their method of operation is derived from the matter/antimatter reactors that power the majority of warp capable starships in the galaxy. All photon torpedoes contain matter and antimatter held in suspension. When contact is achieved with the target, the suspension fields deactivate to allow the reactants to combine, which results in an explosion as the matter and antimatter annihilate one another and create pure energy. The sophistication of these weapons varies, as does their yield. 

This launches x1 photon torpedoes from the launcher. There are 20 Photon Torpedoes stored aboard the vessel.",,,,,,,
photonTorpedo_x1_standard_medium,WEAPON,"Photon torpedoes are the most common type of torpedo weapon encountered across the Milky Way due to the fact that their method of operation is derived from the matter/antimatter reactors that power the majority of warp capable starships in the galaxy. All photon torpedoes contain matter and antimatter held in suspension. When contact is achieved with the target, the suspension fields deactivate to allow the reactants to combine, which results in an explosion as the matter and antimatter annihilate one another and create pure energy. The sophistication of these weapons varies, as does their yield. 

This launches x1 photon torpedoes from the launcher. There are 20 Photon Torpedoes stored aboard the vessel.",,,,,,,
photonTorpedo_x1_standard,WEAPON,"Photon torpedoes are the most common type of torpedo weapon encountered across the Milky Way due to the fact that their method of operation is derived from the matter/antimatter reactors that power the majority of warp capable starships in the galaxy. All photon torpedoes contain matter and antimatter held in suspension. When contact is achieved with the target, the suspension fields deactivate to allow the reactants to combine, which results in an explosion as the matter and antimatter annihilate one another and create pure energy. The sophistication of these weapons varies, as does their yield. 

This launches x1 photon torpedoes from the launcher. There are 50 Photon Torpedoes stored aboard the vessel.",,,,,,,
,,,,,,,,,
photonTorpedo_x2_standard_medium,WEAPON,"Photon torpedoes are the most common type of torpedo weapon encountered across the Milky Way due to the fact that their method of operation is derived from the matter/antimatter reactors that power the majority of warp capable starships in the galaxy. All photon torpedoes contain matter and antimatter held in suspension. When contact is achieved with the target, the suspension fields deactivate to allow the reactants to combine, which results in an explosion as the matter and antimatter annihilate one another and create pure energy. The sophistication of these weapons varies, as does their yield. 

This launches x2 photon torpedoes from the launcher. There are 50 Photon Torpedoes stored aboard the vessel.",,,,,,,
photonTorpedo_x2_standard,WEAPON,"Photon torpedoes are the most common type of torpedo weapon encountered across the Milky Way due to the fact that their method of operation is derived from the matter/antimatter reactors that power the majority of warp capable starships in the galaxy. All photon torpedoes contain matter and antimatter held in suspension. When contact is achieved with the target, the suspension fields deactivate to allow the reactants to combine, which results in an explosion as the matter and antimatter annihilate one another and create pure energy. The sophistication of these weapons varies, as does their yield. 

This launches x2 photon torpedoes from the launcher. There are 50 Photon Torpedoes stored aboard the vessel.",,,,,,,
,,,,,,,,,
photon_torpedo_type6_s,WEAPON,"Photon torpedoes are the most common type of torpedo weapon encountered across the Milky Way due to the fact that their method of operation is derived from the matter/antimatter reactors that power the majority of warp capable starships in the galaxy. All photon torpedoes contain matter and antimatter held in suspension. When contact is achieved with the target, the suspension fields deactivate to allow the reactants to combine, which results in an explosion as the matter and antimatter annihilate one another and create pure energy. The sophistication of these weapons varies, as does their yield. 

This launches x2 photon torpedoes of slightly higher detonation yield from the launcher. There are 20 Photon Torpedoes stored aboard the vessel.",,,,,,,
photon_torpedo_type6,WEAPON,"Photon torpedoes are the most common type of torpedo weapon encountered across the Milky Way due to the fact that their method of operation is derived from the matter/antimatter reactors that power the majority of warp capable starships in the galaxy. All photon torpedoes contain matter and antimatter held in suspension. When contact is achieved with the target, the suspension fields deactivate to allow the reactants to combine, which results in an explosion as the matter and antimatter annihilate one another and create pure energy. The sophistication of these weapons varies, as does their yield. 

This launches x2 photon torpedoes of slightly higher detonation yield from the launcher. There are 30 Photon Torpedoes stored aboard the vessel.",,,,,,,
,,,,,,,,,
quantumTorpedo_standard,WEAPON,"Quantum torpedoes are advanced matter/antimatter weapons that use a zero-point chamber to focus their matter/antimatter explosion to increase its yield exponentially. Like photon torpedoes, they contain two different reactants which are kept in suspension until detonation. Upon detonation, the suspension is released and the resulting explosion is channeled into a super-durable sphere to create an zero-point reaction.

This launchers x4 quantum torpedoes from the ship torpedo launcher. There are 50 quantum torpedoes stored aboard the vessel.",,,,,,,
quantumTorpedo_x1_standard,WEAPON,"Quantum torpedoes are advanced matter/antimatter weapons that use a zero-point chamber to focus their matter/antimatter explosion to increase its yield exponentially. Like photon torpedoes, they contain two different reactants which are kept in suspension until detonation. Upon detonation, the suspension is released and the resulting explosion is channeled into a super-durable sphere to create an zero-point reaction.

This launchers x1 quantum torpedoes from the ship torpedo launcher. There are 25 quantum torpedoes stored aboard the vessel.",,,,,,,
,,,,,,,,,
#Vanilla+ Data,,,,,,,,,
station_research_coalition,CUSTOM,"The appearance of the United Federation of Planets has upset the balance of the sector. In order to combat this, the factions of have created a research station to pool resources and technologies to be able to fell the Federation. However, this Coalition is merely a means to an end. It is not a true alliance. It is merely a desperate attempt to not be wiped off the map. 

Researchers are often killed aboard this station by rival factions. New or improved technologies are stolen. Schematics often go missing. Though promised not to raid, pirates appear, offering, 'protection'. Non-Affiliated researchers are pressured to join factions and make their research exclusive to the factions asking for their allegiance. 

Despite the station in-fighting of different factions working to build useful technologies, something comes out every so often. Because of the station charter, the financial beneficiaries are the researchers themselves. As such, some of the researchers are powerful and rich. They are capable of purchasing entire fleets of ships for themselves and throw their power around with great show displays. These powerful researchers are on par with faction leaders in terms of sway and military might. But they are as well, wholly smarter than 99% of every brilliant mind aboard the station and for that matter, the involved factions. 

If faction captain or leaders wish to purchase vessels, they must do so on the station. Though the station does export vessels to other factions, orders must be done aboard the station. Attempts to reverse engineer are in violation of the Coalition charter. Attempts to do so wil fail as research leaders have unique mechanisms that kill attempters aboard the vessel. Even scans of the vessel will result in blindness or death. The brilliance behind the mechanisms to keep reverse engineering impossible is vast. Over 17500 deaths have been recorded of those who attempt to reverse engineer weapons or ships produced by the Coalition.",,,,,,,
,,,,,,,,,
typeIV_laser,WEAPON,"Using the platform of the Nadion Infused Laser for capital vessels, the technology was miniaturized to be used aboard smaller vessels. However it's inefficiencies of the weapon as a platform become apparent in teh face of the increased energy cost for a smaller weapon. Oddly, the smaller weapon cost more to use than its big sister. The overall power and ability is severely under what was expected of it. Still, it achieved its primary goal of overcoming Federation immunity to laser technology. ",,,,,,,
typeV_laser,WEAPON,"Faced with the overwhelming might of Federation shields, multiple factions contributed to create a weapon that would assuredly damage the shields quickly. This laser, created in haste, is infused with nadion particles. However the method is inefficent and incomplete. Therefore, the overall power and ability is severely under what was expected of it. Still, it achieved its primary goal of overcoming Federation immunity to laser technology. ",,,,,,,
,,,,,,,,,
coalition_antishield,WEAPON,"The Coalition Research station, still researching a way to fell the United Federation, came up with another use for nadion particles. Still unable to produce phasers, the coalition turned to copying the Defiant class' pulse phasers. The experiment was a failure. However, the research bore some fruit. The Research Coalition was able to infuse metal with nadion particals. The rounds proved to be effiecent at causing damage to Federation, albeit weaker than desired. Still this method proved that the Federation was not as formidable as previously thought. Ballistic weapons still had some use. However, models do show that the maximum potential of ballistic weapons had been reached by this odd infusion. Likely, ballistic weapons would do no further damage no matter how much exotic matter is involved. ",,,,,,,
coalition_antishieldM,WEAPON,"A practicle weapon in an age of UFP dominance. True Antishield Ballistic technology is far too expensive to produce. This smaller weaker version is far more accesible to starship captanis willing to engage Federation starships. Who knows, you might get lucky!",,,,,,,
coalition_antishieldS,WEAPON,"Compared to it's bigger sister, the Reduced Antishield Ballistic, this is a seriously desperate weapon to install. It's output for damage is severely reduced in comparion to the true Antishield Ballistic weapon. While true that you can do damage to Federation shields, is it worth it? Can you melt through their shields faster than they can cleave your ship in two? This is a weapon for the paranoid and the desperate. ",,,,,,,
,,,,,,,,,
coalition_neutrino_slugS,WEAPON,"Furthering upon the research of the Coalition Research station, the Coalition Neutrino Slug was born. Infusing nadion particles with neutrino's a highly effective and damaging slug was born. Albeit much lower in effective damage than expected when facing Federation ships, the fact that ballistic weapons was doing any damage was incredible. The highly unstable technology was beyond useful now. Even if it is chip damage .... damage is damage when facing a foe like the Federation. ",,,,,,,
coalition_neutrino_slugM,WEAPON,"Furthering upon the research of the Coalition Research station, the Coalition Neutrino Slug was born. Infusing nadion particles with neutrino's a highly effective and damaging slug was born. Albeit much lower in effective damage than expected when facing Federation ships, the fact that ballistic weapons was doing any damage was incredible. The highly unstable technology was beyond useful now. Even if it is chip damage .... damage is damage when facing a foe like the Federation. 

The turret was finally made available for medium sized ships with the ability to sling slugs even harder than before. ",,,,,,,
coalition_neutrino_slug,WEAPON,"Furthering upon the research of the Coalition Research station, the Coalition Neutrino Slug was born. Infusing nadion particles with neutrino's a highly effective and damaging slug was born. Albeit much lower in effective damage than expected when facing Federation ships, the fact that ballistic weapons was doing any damage was incredible. The highly unstable technology was beyond useful now. Even if it is chip damage .... damage is damage when facing a foe like the Federation. 

The turret was finally made available for large ships with the ability to sling slugs as hard as possible for the turret design.",,,,,,,
,,,,,,,,,
neutrino_matter_launcher,WEAPON,"For the Coalition, producing photon torpedoes was out of the question. Creating anitmatter was too expensive and too difficult to scale to weapon production. So the alternative was to fuse metal balls with tiny emitters. The emitters output neutrino particles that interactive with a standard explosive. The result was an interesting explosion. It was neither extremely damage or low in yield, but the perfect weapon. It was capable of wreaking havoc against shields, armor, and hull. It excelled at nothing but did something great. It made all manner of defense negligible due to it's powerful unique explosion.

In order to create the explosive, neutrino particles are required. These can only be obtained from a nearby Neutron Star. The process is tedious but almost 50x more feasible for production compared to anti-matter. However the particles to inject into the casing + emitters is expensive. As such the weapon that launches the orbs of death are expensive in return. ",,,,,,,
neutrino_matter_launcherM,WEAPON,"For the Coalition, producing photon torpedoes was out of the question. Creating anitmatter was too expensive and too difficult to scale to weapon production. So the alternative was to fuse metal balls with tiny emitters. The emitters output neutrino particles that interactive with a standard explosive. The result was an interesting explosion. It was neither extremely damage or low in yield, but the perfect weapon. It was capable of wreaking havoc against shields, armor, and hull. It excelled at nothing but did something great. It made all manner of defense negligible due to it's powerful unique explosion.

In order to create the explosive, neutrino particles are required. These can only be obtained from a nearby Neutron Star. The process is tedious but almost 50x more feasible for production compared to anti-matter. However the particles to inject into the casing + emitters is expensive. As such the weapon that launches the orbs of death are expensive in return. 

The medium sized launcher isn't even for  economical captain. The price reduction is negligible. Howeever the damage output, due to cutting cost in neutrino injection of the casing is substantial. The output of damage is almost reduced by 20%. However, the price is not. For captain's looking to save just a few credits for rations, this is probably the weapon of choice. ",,,,,,,
neutrino_matter_launcherS,WEAPON,"For the Coalition, producing photon torpedoes was out of the question. Creating anitmatter was too expensive and too difficult to scale to weapon production. So the alternative was to fuse metal balls with tiny emitters. The emitters output neutrino particles that interactive with a standard explosive. The result was an interesting explosion. It was neither extremely damage or low in yield, but the perfect weapon. It was capable of wreaking havoc against shields, armor, and hull. It excelled at nothing but did something great. It made all manner of defense negligible due to it's powerful unique explosion.

In order to create the explosive, neutrino particles are required. These can only be obtained from a nearby Neutron Star. The process is tedious but almost 50x more feasible for production compared to anti-matter. However the particles to inject into the casing + emitters is expensive. As such the weapon that launches the orbs of death are expensive in return. 

Like it's larger cousins, this launcher proves your wealth. Despite it's significant loss in damage output and cost, the price is eyewatering for any captain. The damage reduction is about 40% of the original launcher's output. This is due to the reduced amount of neutrino's available to inject into the casing launched. ",,,,,,,
,,,,,,,,,
exotic_particle_emitter,WEAPON,"The Coalition Research station, still in R&D with nadion particles, wanted to create  phaser. Each attempt resulted in deaths of thousands of assitants in the research. To stabilize the particle stream, it was decided to use a heavy does of neutrino particles while forcing the nadion particles through a focusing crystal. The result was a weapon weaker than a phaser and frankly not as versatile. In fact, the nadion's detected in the beam stream was about 10% to the neutrino particle's 90%. Still, with the 'success' of making their own 'phaser', the research station decided to market their weapon, charging exorbiant values for thei supposed nadion beam weapon, despite it being only a small portion of the beam. The fad of using nadion techologies has caused captain's to spend more than a pretty penny to get ahold of the Coalition's weapons.",,,,,,,
exotic_particle_emitterM,WEAPON,"The Coalition Research station, still in R&D with nadion particles, wanted to create  phaser. Each attempt resulted in deaths of thousands of assitants in the research. To stabilize the particle stream, it was decided to use a heavy does of neutrino particles while forcing the nadion particles through a focusing crystal. The result was a weapon weaker than a phaser and frankly not as versatile. In fact, the nadion's detected in the beam stream was about 10% to the neutrino particle's 90%. Still, with the 'success' of making their own 'phaser', the research station decided to market their weapon, charging exorbiant values for thei supposed nadion beam weapon, despite it being only a small portion of the beam. The fad of using nadion techologies has caused captain's to spend more than a pretty penny to get ahold of the Coalition's weapons.

If you want to save a little money, this can be installed on your ship. However, this scaled down weapon has a slightly less damage output to the full potential version. The price is still eyewatering ...",,,,,,,
exotic_particle_emitterS,WEAPON,"The Coalition Research station, still in R&D with nadion particles, wanted to create  phaser. Each attempt resulted in deaths of thousands of assitants in the research. To stabilize the particle stream, it was decided to use a heavy does of neutrino particles while forcing the nadion particles through a focusing crystal. The result was a weapon weaker than a phaser and frankly not as versatile. In fact, the nadion's detected in the beam stream was about 10% to the neutrino particle's 90%. Still, with the 'success' of making their own 'phaser', the research station decided to market their weapon, charging exorbiant values for thei supposed nadion beam weapon, despite it being only a small portion of the beam. The fad of using nadion techologies has caused captain's to spend more than a pretty penny to get ahold of the Coalition's weapons.

For the economic captain with a small ship. Yes, even you can have this revolutionary weapon. It will only cost you a few credits ... well maybe a few thousand more than a few credits. ",,,,,,,
,,,,,,,,,
paragon_monarch,SHIP,"The pinnacle of the Domain's battleship designs, though perhaps less the result of military necessity and more of the ambitions of certain senior strategic staff of the Domain Navy - with considerable backing from the Tri-Tachyon corporation, among other major contractors.

No ship can outlast or outgun the Paragon-class, a true Leviathan of a bygone epoch.",,,,,,,
